case_order	dataset	variant	case_name	ef_search	queue_size	warmup_size	k_neighbors	yaml_path	stats_path	base_yaml	note
223	t2i1m	normalized	t2i1m_normalized_k10_ef40_q80	40	80	79	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q80.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q80_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
224	t2i1m	normalized	t2i1m_normalized_k10_ef40_q81	40	81	80	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q81.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q81_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
225	t2i1m	normalized	t2i1m_normalized_k10_ef40_q82	40	82	81	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q82.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q82_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
226	t2i1m	normalized	t2i1m_normalized_k10_ef40_q83	40	83	82	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q83.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q83_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
227	t2i1m	normalized	t2i1m_normalized_k10_ef40_q84	40	84	83	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q84.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q84_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
228	t2i1m	normalized	t2i1m_normalized_k10_ef40_q85	40	85	84	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q85.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q85_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
229	t2i1m	normalized	t2i1m_normalized_k10_ef40_q86	40	86	85	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q86.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q86_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
230	t2i1m	normalized	t2i1m_normalized_k10_ef40_q87	40	87	86	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q87.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q87_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
231	t2i1m	normalized	t2i1m_normalized_k10_ef40_q88	40	88	87	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q88.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q88_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
232	t2i1m	normalized	t2i1m_normalized_k10_ef40_q89	40	89	88	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q89.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q89_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
233	t2i1m	normalized	t2i1m_normalized_k10_ef40_q90	40	90	89	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q90.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q90_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
234	t2i1m	normalized	t2i1m_normalized_k10_ef40_q91	40	91	90	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q91.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q91_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
235	t2i1m	normalized	t2i1m_normalized_k10_ef40_q92	40	92	91	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q92.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q92_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
236	t2i1m	normalized	t2i1m_normalized_k10_ef40_q93	40	93	92	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q93.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q93_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
237	t2i1m	normalized	t2i1m_normalized_k10_ef40_q94	40	94	93	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q94.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q94_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
238	t2i1m	normalized	t2i1m_normalized_k10_ef40_q95	40	95	94	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q95.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q95_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
239	t2i1m	normalized	t2i1m_normalized_k10_ef40_q96	40	96	95	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q96.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q96_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
240	t2i1m	normalized	t2i1m_normalized_k10_ef40_q97	40	97	96	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q97.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q97_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
241	t2i1m	normalized	t2i1m_normalized_k10_ef40_q98	40	98	97	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q98.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q98_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
242	t2i1m	normalized	t2i1m_normalized_k10_ef40_q99	40	99	98	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q99.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q99_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
243	t2i1m	normalized	t2i1m_normalized_k10_ef40_q100	40	100	99	10	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/yamls/t2i1m_normalized_k10_ef40_q100.yaml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260329/mfnns_t2i_k10_ef20_30_40_dualq_q20_100/logs/t2i1m_normalized_k10_ef40_q100_stats.yml	/hpc2hdd/home/rmeng603/workspace/MFANNS/simulator/memory/20260326/multidataset_nine_config_fp16_hotrep_cfs/yamls/t2i1m_normalized_mfnns_etopt_hotrep.yaml	based_on=20260329/mfnns_etopt_hotrep_k10_ef_sweep;t2i;warmup=q-1
